,미학,의식,발견,전후,소설,이데올로기,전쟁,공간,구조,주체,체험,역사,근대,비평,의미,사회,수용,현실,형상화,시간,비판,자유,사랑,극복,1950년대,여성,인물,죽음,인식,이념,방식,추구,욕망,자아,인간,의지,현실 인식,서술,국문,형식,문화,서사,서사 구조,김수영,정신,저항,가족,부정,1960년대,연극,영화,분석,관계,생명,대립,갈등,대중,변화,양식,형성,배경,개념,예술,담론,언어,해체,사상,작품,지향,서정,현대,전통,기독교,1920년대,1930년대,자연,세계,이미지,비교,창작,식민지,고향,민족,근대성,모더니즘,시학,성격,상상력,시대,작가,유형,텍스트,구성,존재,탐색,이상,현대시,1970년대,도시,재현
관계,0.030622798290739425,0.05209803174929394,0.017071183873041216,0.0,0.10210660882816334,0.0058271749114344375,0.0,0.0,0.003629295737978786,0.03777340062067055,0.005532383621361263,0.0,0.008390882729442517,0.10955401399598863,0.05841560409974018,0.07337132679307923,0.036247238843347206,0.01513983995250488,0.059978284426490676,0.01738215430276347,0.030590174016692596,0.014392446140784082,0.010850033166403207,0.04470150067282298,0.0419373823140696,0.029680893957653505,0.01170389612350287,0.0,0.025596399538298426,0.04366625176532184,0.008668327829216222,0.031450706418851844,0.018552534571943745,0.1684232028004158,0.0947208895485718,0.0,0.0057851625866525945,0.01888105549196793,0.011893762776162883,0.0017862582490890586,0.05115846089916931,0.007183276069435875,0.038146155760556764,0.09129285149685525,0.0,0.019863549886243538,0.025693204928417503,0.08467250892254781,0.04163172046149756,0.003144640726044494,0.03770504451865127,0.00957120418862559,0.9999999999999998,0.12776022214352317,0.016040292756640824,0.021842578431502606,0.03781832687837146,0.1674083723687432,0.04492880445096736,0.01835767214059659,0.009193214176066996,0.0737385702720277,0.017547001691592987,0.013846562479653315,0.0,0.03373636580385414,0.0029722209872432718,0.16869902422922733,0.009062100552643752,0.0,0.013746840503167294,0.012540944473347334,0.07614258083871193,0.1749007331652376,0.06122216322116793,0.0,0.04400967070039537,0.005238995959129113,0.0030018742506378623,0.08788481295711889,0.0,0.0,0.1067712275487795,0.015940823060981442,0.0,0.015620278343444103,0.03852862904882268,0.18854550500609368,0.02789562530126374,0.016666769166044162,0.0,0.01913220459295679,0.04304358924473258,0.06674800305289547,0.03154523104830967,0.09393067334082396,0.07325778950349762,0.07161480130836699,0.0,0.0
생명,0.0,0.0,0.0,0.0,0.1234894020597705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055154885174245244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08176420620845848,0.0,0.0,0.0,0.0,0.12234922352060024,0.0,0.0,0.0,0.12776022214352317,0.9999999999999999,0.08228312316197281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1286644943859496,0.0,0.0,0.1307012196972371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07684508582587528,0.0,0.0,0.028120907961910687,0.0,0.0
대립,0.0,0.04297023429160585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07264346405251501,0.0,0.0,0.0,0.0,0.0,0.06224100112879069,0.025825715102637287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03949401502444716,0.0,0.013849860519877414,0.06746435462800383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05390037287757325,0.0,0.0,0.0,0.0,0.03850063453327184,0.03074379091705488,0.0,0.0,0.016040292756640824,0.08228312316197281,1.0000000000000002,0.0,0.0,0.04426069723554962,0.0,0.0,0.0,0.09374441935420479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02168332214309626,0.0,0.0,0.0,0.0,0.07673646046654387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010413311630080704,0.0,0.0,0.050307584389919884,0.01962567152289798,0.0,0.0,0.0
갈등,0.0,0.0,0.0,0.0,0.0,0.032164119718510076,0.0,0.0,0.0,0.031397863393738824,0.0,0.0,0.03285908727082611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06985082025956757,0.0,0.0,0.0,0.0,0.061744965745017644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010807952070949284,0.0,0.0,0.0,0.0,0.0,0.08754515907052403,0.018210116847801373,0.0,0.0,0.07445460397375384,0.0,0.06897686667662478,0.0,0.0,0.0,0.0,0.0,0.0,0.021842578431502606,0.0,0.0,0.9999999999999998,0.0,0.04983316446298437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14636181376488533,0.0,0.0,0.05284343733237737,0.0,0.0,0.0,0.0,0.0,0.011755479269379409,0.0,0.0,0.0,0.0,0.0,0.0,0.012242885609827522,0.0,0.0,0.0,0.0,0.0,0.0,0.02490852405052092,0.05773503468427536,0.0,0.007493736791701689,0.0,0.0,0.0,0.0
대중,0.0,0.03832700984939148,0.1712627009586856,0.1845520771418722,0.0,0.1485045544865822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056716001373377595,0.07566672562632296,0.0,0.0,0.14289382410996632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10983853214926557,0.0,0.0,0.014426534622348096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03781832687837146,0.0,0.0,0.0,0.9999999999999999,0.03519223997571164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035699026472565475,0.0,0.0,0.0,0.0,0.0,0.0,0.022868609961216375,0.0,0.14572356830038552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789857086586197,0.008720535729483473,0.0,0.0,0.0,0.0
변화,0.0,0.14443630281157294,0.03858911165942562,0.043625173877242664,0.014172535114777958,0.07229036957250666,0.05455533890266252,0.019456312435215,0.06203179168853798,0.10740577787551209,0.03227667247631391,0.033607085516830476,0.016752468426216464,0.024503146999680633,0.03997675242033219,0.04298315571438153,0.08124461054844902,0.061524210125295936,0.036203187501018974,0.10096148443978085,0.057396700991372215,0.08497392335652072,0.031773081687945064,0.012427102470435228,0.008660624505342251,0.07897485105434973,0.04512504538059375,0.04654645200785992,0.03275091724410477,0.10540664788716995,0.0435876522103916,0.06331803082184119,0.02643049229948733,0.11998011494123695,0.023890970781949093,0.055074010327882846,0.03704250820337821,0.07691912107849458,0.0212407432472382,0.04418385744339573,0.09388040323838226,0.019798986700753998,0.019523275659670013,0.16946741248797997,0.0,0.10764672898464162,0.01284030280146143,0.033898155353601106,0.018931539394205985,0.030257708455343472,0.13661773884736875,0.01189613385431049,0.1674083723687432,0.0,0.04426069723554962,0.04983316446298437,0.03519223997571164,0.9999999999999989,0.14607666364987787,0.056738460034958374,0.01605505074230248,0.09062289554760292,0.01626549686616368,0.13242915540137543,0.07947891227328056,0.009483422729466246,0.029064177163463305,0.0,0.04058381504753001,0.02565457404559392,0.058296015224581096,0.00662484037706877,0.08037217409842307,0.042738234341430224,0.13310271640304217,0.06902018136685133,0.0750153195727741,0.037792671421394426,0.053511569324216635,0.1370474927356386,0.021432013911208442,0.03356105229048331,0.0,0.09782619070091936,0.0,0.09637023861477163,0.07035075379381071,0.10442178288676829,0.02238451256905177,0.05010502995481304,0.06057882731725701,0.03678671465377659,0.08710222497448414,0.022833475763680076,0.09142356562780252,0.14942576659269244,0.12631162171845026,0.16945876382063021,0.03168381056293177,0.03219336256071865
양식,0.0,0.04411312082418713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12201664734765637,0.0,0.0,0.0,0.0,0.0,0.0,0.20182282866156462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1245474333841932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03642688795797409,0.0,0.0,0.0,0.030279452130849014,0.0,0.0,0.04492880445096736,0.0,0.0,0.0,0.0,0.14607666364987787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042454696831325585,0.22523393015219495,0.1167312145819106,0.0,0.0,0.0,0.0,0.0,0.0,0.07166644644878024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
형성,0.0,0.04474008203119579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07158683030424524,0.0,0.0,0.0,0.0,0.10656966313618003,0.0,0.11668771477846172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15063870313222183,0.0,0.0,0.0,0.0,0.0,0.1725446131944127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042177167021616786,0.0,0.03949494704505407,0.0,0.0,0.07689542987513477,0.0,0.0,0.0,0.01835767214059659,0.0,0.0,0.0,0.0,0.056738460034958374,0.0,1.0,0.0,0.08899779247904756,0.0,0.0,0.0,0.0,0.04058557266509484,0.0,0.0,0.0,0.0,0.0,0.0,0.035044507413068644,0.0,0.0,0.0,0.0,0.35752579786050787,0.0,0.0,0.0,0.0,0.0,0.0,0.0340858804519526,0.0,0.07514992927217645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02646477597533027,0.0,0.0,0.0,0.0
배경,0.0,0.021722060002714223,0.0,0.11591655447044473,0.0,0.08498672684056606,0.0,0.06595575255171122,0.08621672384436167,0.07413325227928044,0.0,0.0,0.04207825500828808,0.0,0.0,0.0,0.0,0.0,0.0,0.03556910936991117,0.0,0.0386952491848365,0.0,0.0,0.0,0.0,0.05511092939847203,0.0,0.0,0.024857951476032085,0.02707167916211748,0.0,0.0,0.004016953238676287,0.0,0.08596079966146414,0.0,0.0,0.0,0.0,0.02395386690727649,0.0,0.0,0.03130523161991751,0.0,0.019850470853259552,0.0,0.0,0.0,0.07003136082913015,0.0,0.0,0.009193214176066996,0.0,0.0,0.0,0.0,0.01605505074230248,0.0,0.0,1.0000000000000002,0.012553433043553074,0.0,0.0,0.0,0.0,0.0,0.03799431464324272,0.0,0.0,0.05827630958125227,0.0,0.0,0.0,0.0381520842875917,0.0,0.0,0.0,0.03251962790974788,0.11277742661416244,0.0,0.0,0.034551001639434205,0.0,0.0,0.0023258903754377223,0.0,0.0,0.0,0.0,0.0,0.0,0.014026674910799402,0.0,0.0,0.025185398705244697,0.04334093919970186,0.11035809528848783,0.0,0.0
개념,0.036470349878096164,0.04260840339603327,0.0,0.0,0.0,0.004463631024336022,0.0,0.023360188229588068,0.0,0.0,0.02792332438878869,0.0,0.0,0.0,0.0,0.079816625497197,0.05021735024661147,0.12121365934715023,0.06078883874292959,0.0,0.0,0.0,0.0,0.0,0.0,0.00951779690998231,0.0,0.04674737807559538,0.0,0.0313612430443549,0.0,0.013797131417156947,0.0,0.039345010917311705,0.0,0.04570422643094377,0.0,0.0,0.01916348401008424,0.0,0.08270170805388047,0.0,0.0,0.023775184399527197,0.0,0.1062146548106303,0.0,0.01665130259852292,0.07028219358187504,0.0,0.0,0.01742501928858887,0.0737385702720277,0.0,0.09374441935420479,0.0,0.0,0.09062289554760292,0.0,0.08899779247904756,0.012553433043553074,0.9999999999999999,0.08284531294115713,0.05680084542056233,0.0,0.04691887289816979,0.012409325546028567,0.006354439067123685,0.03098530011729475,0.0,0.0,0.0,0.011769452679198853,0.03341540413744171,0.02162320252579325,0.0,0.0,0.0,0.008150599660477174,0.0026062838680648384,0.0,0.0,0.0,0.019229762892072462,0.0,0.004779863860621499,0.00680812844934323,0.04063621179353153,0.0,0.0,0.0,0.0029417265595748235,0.10360810297393286,0.0,0.0,0.039599509626067744,0.0553840860515755,0.00968642281686951,0.0,0.0
예술,0.0,0.008086800463787801,0.0,0.0,0.0,0.0,0.0,0.09270543768508868,0.0,0.035181855835099037,0.0,0.0,0.0,0.0,0.0,0.0,0.10994305210423848,0.0,0.03238791132785026,0.0,0.0,0.0,0.0,0.0,0.0,0.025763616976408273,0.0,0.022308084638155916,0.13285943756069843,0.020317009036455773,0.0,0.08125827209407614,0.06441414164248808,0.0,0.0,0.0,0.0,0.0,0.0731688278102686,0.0,0.047295438919390594,0.027444660448023135,0.0,0.004674291425062228,0.0,0.027122425717822463,0.0,0.0,0.0,0.0,0.0,0.0,0.017547001691592987,0.0,0.0,0.0,0.0,0.01626549686616368,0.0,0.0,0.0,0.08284531294115713,1.0,0.07142772316166504,0.0,0.0,0.01345779837703474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05420034148551625,0.12780703111848435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09852943676151274,0.0,0.05421179301282586,0.0,0.07100643203109766,0.0,0.0,0.0,0.03933908135939853,0.022014800517859874,0.012568500402621467,0.0,0.0,0.0
담론,0.0,0.06234224497284857,0.0,0.016907359865467098,0.0,0.010569964335672788,0.0,0.0,0.0,0.0053211251895722185,0.028196452403322966,0.0,0.0,0.0,0.0,0.0,0.04750800496608824,0.0,0.047148682298904225,0.06899504779975835,0.0,0.0,0.030254391359750558,0.0,0.02562503444121189,0.07012787420843429,0.0,0.0,0.0,0.11719045227573291,0.0,0.0,0.0,0.006299166872247508,0.0,0.0,0.0,0.09289926096173141,0.04548549725834109,0.0,0.07355455366833852,0.0,0.0,0.011266530665055985,0.0,0.03459363604559887,0.011145688954751895,0.0,0.0,0.01287603163206656,0.0,0.0,0.013846562479653315,0.0,0.0,0.0,0.0,0.13242915540137543,0.0,0.0,0.0,0.05680084542056233,0.07142772316166504,0.9999999999999998,0.0,0.0,0.11600124828945439,0.0,0.0,0.0,0.0,0.0,0.0,0.04473274208184642,0.04249244610254617,0.014527012175813616,0.018623074571199758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007294668735683187,0.0,0.0,0.0,0.0,0.03834425654104544,0.0,0.0,0.0,0.0,0.00653009451568936,0.039914557450987466,0.02013798157990088,0.0,0.0
언어,0.0,0.1795405011679752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004334246053941499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08450089849885331,0.0,0.0,0.0,0.04595846282594564,0.0,0.0,0.0,0.025900349118619635,0.028687649550906885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016947955367626808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07947891227328056,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.01605849613915073,0.12143835023806966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03457672498936549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13791193291339118,0.0,0.07674460472003888,0.0,0.0
해체,0.0,0.0,0.010637091710205817,0.0,0.13523102408900192,0.0,0.0,0.0,0.0,0.006049154850242296,0.0,0.0,0.0,0.0,0.0,0.11194131625103322,0.014019267678329088,0.0,0.007159331382025421,0.012408114381857559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014443874480604007,0.0,0.03525747515555526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070288753842308845,0.0,0.24026007896961182,0.0008565131447111741,0.006442578973077545,0.025129744094700306,0.0,0.0,0.09856945479161233,0.0,0.0,0.0,0.03373636580385414,0.0,0.0,0.0,0.035699026472565475,0.009483422729466246,0.0,0.0,0.0,0.04691887289816979,0.0,0.0,0.0,0.9999999999999999,0.0,0.014254796990934248,0.0,0.0,0.0,0.0,0.008531918312837535,0.010898388334218767,0.005221711098343417,0.0,0.0032009231086030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17728136811907685,0.07732940148016118,0.0,0.0,0.029468324279430018,0.023620926649883606,0.0,0.0,0.0,0.0
사상,0.0,0.020931683417423654,0.0,0.0,0.0,0.009243630006797073,0.0,0.0,0.0,0.04072238271016186,0.013660287687274755,0.0,0.0,0.05743865103989899,0.09026028743778731,0.0,0.032440829612929746,0.0,0.0,0.0,0.0,0.0,0.0,0.031017312768548255,0.0,0.07241061559976252,0.050474290190253464,0.0,0.0,0.08774718529966782,0.0,0.0,0.023104285656609415,0.0,0.0,0.018623671140140238,0.0,0.0,0.0,0.07083282794784847,0.09117121656354052,0.0,0.0,0.0330590019564155,0.05654832991906052,0.05104665574984567,0.0,0.049474833905197135,0.0,0.08996512616498213,0.0,0.0,0.0029722209872432718,0.0,0.0,0.0,0.0,0.029064177163463305,0.0,0.04058557266509484,0.0,0.012409325546028567,0.01345779837703474,0.11600124828945439,0.0,0.0,0.9999999999999998,0.05629796059837046,0.0,0.0,0.0,0.02390414802164893,0.012642136173019344,0.012493693194333749,0.060462336375732714,0.03527580397199976,0.10448874757349103,0.0,0.050050638940947155,0.0,0.0,0.0,0.0,0.017675980594542444,0.0,0.016068623494792964,0.010920067812528631,0.0,0.0,0.0,0.03399163408794828,0.0,0.006718270583832299,0.0,0.0,0.024388500140096574,0.013209968843669368,0.0,0.0,0.0
작품,0.018745254612663815,0.11048810495451865,0.034800630100911674,0.0,0.0,0.0,0.0,0.06371954752074911,0.0,0.09344946355451116,0.0,0.0,0.0,0.10633016251860741,0.0,0.16428252918881947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2076818186287405,0.0,0.10558296520105956,0.0,0.0,0.05111375169590426,0.018667975693355814,0.038512408412685564,0.08611097619056761,0.019948867720575397,0.0,0.0,0.0,0.0,0.0,0.0,0.04341889370513333,0.0,0.04047920971243753,0.0,0.0,0.032774712024950955,0.0,0.32722012144188245,0.0,0.0,0.0,0.0,0.16869902422922733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03799431464324272,0.006354439067123685,0.0,0.0,0.0,0.014254796990934248,0.05629796059837046,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07395440418363239,0.005979336163768182,0.0,0.0,0.0,0.0,0.0,0.033092619798642066,0.0,0.0,0.0,0.0,0.0,0.043934155840099166,0.01823844187361627,0.0,0.0,0.04009932521641304,0.02528112821468909,0.0,0.0,0.0
지향,0.0,0.0369520846276202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11716283376701356,0.0,0.0,0.0,0.06695661265719094,0.0,0.049651031718308605,0.0,0.015392232213473129,0.0,0.0,0.0,0.0,0.0,0.0,0.10331299306420383,0.0,0.0,0.0,0.0,0.04995748948472428,0.0,0.03830964302642883,0.0,0.0,0.0,0.0,0.009062100552643752,0.0,0.0,0.0,0.0,0.04058381504753001,0.0,0.0,0.0,0.03098530011729475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023995093366641154,0.0,0.0,0.0,0.0,0.0,0.0,0.034869182284330544,0.0,0.0,0.0,0.0,0.0,0.0,0.11351051459031944,0.03800597621638859,0.0,0.0,0.08887386533780177,0.0,0.0,0.0
서정,0.0,0.0,0.0,0.0,0.0,0.044380990034372354,0.0,0.0,0.0,0.034967893586060866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06964817354472025,0.0,0.0,0.0,0.0,0.0,0.0,0.06404693064098851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14636181376488533,0.0,0.02565457404559392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.21761968283615013,0.0,0.2858479833641002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363590167319109,0.0,0.0,0.0,0.0,0.06429967936703189,0.0,0.0,0.0,0.0,0.0,0.0
현대,0.0,0.039141009298198096,0.3456571273705024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803799816648684,0.0,0.012468847132729565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0524316991444689,0.02741472736122719,0.0,0.0,0.0,0.0,0.0,0.0,0.018915354247817047,0.0,0.0,0.0039000483842206346,0.0,0.0,0.0,0.0,0.0,0.008724602295312486,0.0,0.0,0.013746840503167294,0.0,0.0,0.0,0.0,0.058296015224581096,0.0,0.0,0.05827630958125227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.010132652411866639,0.0,0.0,0.0,0.0,0.0,0.0,0.058104286861106635,0.0,0.0,0.012182858580797038,0.0,0.01587363524693149,0.0,0.0,0.0,0.0,0.0,0.0,0.08550465726604976,0.0,0.0,0.0,0.034742585248339036,0.00514424511717228,0.0,0.05861642813388107
전통,0.0,0.023576823434773377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00968836206651407,0.028634041604156387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16843839400287883,0.0,0.0,0.03717025149915723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038131217366568236,0.0,0.0,0.011895717106513428,0.0,0.0,0.0,0.0,0.0,0.03714673754327758,0.0,0.0,0.012540944473347334,0.1286644943859496,0.0,0.0,0.0,0.00662484037706877,0.0,0.0,0.0,0.0,0.0,0.0,0.01605849613915073,0.0,0.02390414802164893,0.0,0.0,0.21761968283615013,0.0,1.0,0.0,0.2097445537721736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021915357458892875,0.0,0.0,0.0,0.0,0.08669559003274122,0.0,0.0,0.0,0.0,0.0,0.051927625682059206,0.0,0.0,0.019002542150770043,0.0,0.0
기독교,0.0,0.025545350635309622,0.0,0.0,0.0,0.012511076284316584,0.0,0.02098731007141021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03126106466316701,0.0,0.01124282901852392,0.0,0.005498866515678826,0.0,0.0,0.0,0.01072053148087828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067402647808231,0.0,0.0,0.03244221694350169,0.0,0.012587769205263055,0.0,0.0,0.0,0.0,0.0,0.0,0.07614258083871193,0.0,0.0,0.05284343733237737,0.022868609961216375,0.08037217409842307,0.0,0.0,0.0,0.011769452679198853,0.0,0.0,0.12143835023806966,0.008531918312837535,0.012642136173019344,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.42401864097971625,0.03056267970762731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024765241782371633,0.0,0.007504408667833916,0.0,0.0,0.0,0.0,0.0,0.0,0.015250694257794847,0.0,0.01887725466897021,0.01640389647690783,0.010578011010172578,0.011865697535727169,0.0,0.0
1920년대,0.0,0.006428487219986497,0.0,0.0,0.0,0.032081212149829015,0.0,0.0303935819553127,0.0,0.009049793502376524,0.0,0.0,0.0,0.0,0.0,0.0,0.04123003086561903,0.1281054463031675,0.011034183894297497,0.0,0.0,0.005261756605053891,0.0,0.008623215756397701,0.0,0.01837566614103397,0.0,0.0,0.0,0.0396185594531956,0.0,0.0,0.01423492227301767,0.018801800663274974,0.010590613020354848,0.0,0.0,0.0,0.0,0.0,0.015413040290596812,0.0,0.0,0.05196354500345555,0.0,0.0335621516862601,0.0,0.0,0.012859763084236878,0.0,0.0,0.0,0.1749007331652376,0.0,0.0,0.0,0.0,0.042738234341430224,0.0,0.035044507413068644,0.0,0.03341540413744171,0.0,0.04473274208184642,0.0,0.010898388334218767,0.012493693194333749,0.0,0.0,0.2858479833641002,0.010132652411866639,0.2097445537721736,0.42401864097971625,1.0000000000000002,0.010212835382052142,0.0,0.0,0.0,0.0,0.0026590814735720156,0.09861675229177927,0.0,0.0,0.010367927390907644,0.0,0.0,0.0,0.14718293163075638,0.05098389190162044,0.0,0.0,0.0,0.019587646316717736,0.005043766200320359,0.0,0.09570886028784271,0.0,0.13624350933015217,0.0,0.0191679058771186
1930년대,0.1752092196366726,0.05628557028870293,0.0,0.0,0.0,0.05550549670389377,0.0,0.0,0.0,0.03268540263023721,0.0,0.0,0.0,0.0,0.13430523562667812,0.01948182546643025,0.18397731487743046,0.0,0.022641933822762864,0.09015721310947734,0.0,0.0,0.019822755152779144,0.0,0.0,0.028685945630774486,0.0,0.0,0.18701880468376011,0.11934603893758178,0.0,0.0,0.01561110825887777,0.0,0.0,0.05079837237272718,0.038832876748538275,0.0,0.019784679947526626,0.0,0.1170598199121303,0.0,0.007414021355128138,0.04950053138532206,0.1079338560529302,0.03633175525100657,0.0,0.10451473443637313,0.05014250723866662,0.0,0.0,0.0,0.06122216322116793,0.1307012196972371,0.02168332214309626,0.0,0.14572356830038552,0.13310271640304217,0.042454696831325585,0.0,0.0381520842875917,0.02162320252579325,0.0,0.04249244610254617,0.0,0.005221711098343417,0.060462336375732714,0.0,0.0,0.0,0.0,0.0,0.03056267970762731,0.010212835382052142,0.9999999999999998,0.0,0.03603020935536414,0.0,0.0,0.004875991406881813,0.03063842529094479,0.0,0.0,0.052772705221262026,0.0,0.013135123779325944,0.007729136893028398,0.0,0.0,0.0,0.0833582891561506,0.0,0.00988066671160448,0.0,0.010526158031173639,0.031143434342358542,0.03750106251293424,0.025725017523398286,0.0,0.08181661117895685
자연,0.021926250000362846,0.012313926760802108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05987281423426622,0.0,0.02093753720693251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09230064618731806,0.0,0.0,0.0,0.0365209413250568,0.0,0.0,0.0,0.04225879648694476,0.0,0.0,0.0,0.056959902200212596,0.0,0.0,0.0,0.0,0.0,0.0,0.08846497499514036,0.0,0.0,0.026833790465202408,0.0,0.005991908053168275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06902018136685133,0.22523393015219495,0.0,0.0,0.0,0.05420034148551625,0.014527012175813616,0.0,0.0,0.03527580397199976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.049245858450830765,0.006050212525173491,0.01556499244960072,0.0,0.0,0.0,0.0,0.0,0.0,0.27776312118719754,0.0,0.0,0.28728430009237366,0.0,0.0,0.028691127565435036,0.0,0.0,0.0,0.012446119370632678,0.013435939841932006,0.0,0.0
