,미학,의식,발견,전후,소설,이데올로기,전쟁,공간,구조,주체,체험,역사,근대,비평,의미,사회,수용,현실,형상화,시간,비판,자유,사랑,극복,1950년대,여성,인물,죽음,인식,이념,방식,추구,욕망,자아,인간,의지,현실 인식,서술,국문,형식,문화,서사,서사 구조,김수영,정신,저항,가족,부정,1960년대,연극,영화,분석,관계,생명,대립,갈등,대중,변화,양식,형성,배경,개념,예술,담론,언어,해체,사상,작품,지향,서정,현대,전통,기독교,1920년대,1930년대,자연,세계,이미지,비교,창작,식민지,고향,민족,근대성,모더니즘,시학,성격,상상력,시대,작가,유형,텍스트,구성,존재,탐색,이상,현대시,1970년대,도시,재현
체험,0.10208146668892337,0.08261100738652652,0.0,0.0,0.0,0.002578094458414544,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.05265690963689638,0.0,0.0,0.05521570949322461,0.0,0.0,0.07474564613763436,0.0,0.0,0.013680999370830161,0.0,0.0,0.0,0.23938971722079988,0.12760543216210005,0.0,0.0,0.0075505987352601275,0.0,0.04557540428651199,0.0,0.04605167192314147,0.0,0.0,0.0,0.0,0.005963722735015808,0.0,0.0,0.0,0.0,0.06793878972986633,0.0,0.0,0.009130089345676953,0.0,0.0,0.027214197317081544,0.0,0.0,0.005532383621361263,0.0,0.0,0.0,0.0,0.03227667247631391,0.0,0.0,0.0,0.02792332438878869,0.0,0.028196452403322966,0.0,0.0,0.013660287687274755,0.0,0.0,0.0,0.0,0.028634041604156387,0.0,0.0,0.0,0.0,0.05195503506481675,0.0,0.0,0.0,0.33693615919363656,0.020972442580803736,0.0,0.022554679885012502,0.0,0.05958377107284493,0.0,0.0,0.0,0.0,0.0,0.0,0.16773679212426723,0.0,0.0,0.002129829897525295,0.029180558984531577,0.008382889596758328,0.0,0.15881593482860248
역사,0.0,0.00852506022721826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05693930488353403,0.19065996434301216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007428671715021033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033607085516830476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02093753720693251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1890049566485144,0.016588342479376367,0.0,0.0,0.005618301380788622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02934504363786501,0.031678809212415684,0.0,0.0
근대,0.0,0.007256106392154421,0.0,0.08722528008060414,0.0,0.09365615607366559,0.19958794996895962,0.16903206278191907,0.11118054841338465,0.059970008959860197,0.05265690963689638,0.0,1.0000000000000002,0.0,0.0,0.08462716937520078,0.0,0.0,0.03111903258767844,0.0,0.030817241203888585,0.10313616295787965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20560468254393238,0.0,0.0,0.0,0.0,0.027315562887592425,0.0,0.0,0.034742374553771514,0.0,0.06024382186608057,0.0,0.0,0.07168544602727359,0.038860210299290134,0.0,0.0,0.008390882729442517,0.0,0.07264346405251501,0.03285908727082611,0.0,0.016752468426216464,0.0,0.0,0.04207825500828808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009113959036403234,0.0,0.0,0.0,0.0,0.0,0.0,0.01218505211474896,0.06629903322688296,0.0,0.0,0.0,0.0,0.025659660588578256,0.10393714327735784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
비평,0.0,0.12229472493049459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11574095237862621,0.0,0.10469411867993036,0.0,0.0,0.0,0.0,0.0,0.0,0.018032780241506594,0.0,0.0,0.0,0.0,0.03944680603258955,0.13604389101979336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20455205297186052,0.026542749806160233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10955401399598863,0.0,0.0,0.0,0.0,0.024503146999680633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05743865103989899,0.10633016251860741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07545284357761016,0.0,0.0,0.0,0.0,0.0598386229533902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07967564807282553,0.0,0.0,0.025951362806454843,0.06201709008146507,0.0,0.0,0.0,0.0
의미,0.0,0.03990762022947233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101101757810083,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.019639879453213844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040684736576474305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03532424586982995,0.13285216058040186,0.11087161089830382,0.0,0.15425114543083152,0.03026586037673908,0.0,0.0,0.0,0.05841560409974018,0.0,0.0,0.0,0.0,0.03997675242033219,0.12201664734765637,0.10656966313618003,0.0,0.0,0.0,0.0,0.0,0.0,0.09026028743778731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13430523562667812,0.0,0.23181651205955017,0.0,0.14072131330430912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07985845093402526,0.0,0.0,0.0,0.02830314168098148,0.037580332133935704,0.0,0.0,0.0,0.0
사회,0.0,0.050752656040669766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05521570949322461,0.0,0.08462716937520078,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10798913595307148,0.0,0.0,0.0,0.0,0.026577819461547626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014062397435168827,0.0,0.0,0.0,0.17014593966040092,0.1676826567347466,0.0,0.0,0.0,0.07337132679307923,0.0,0.0,0.0,0.0,0.04298315571438153,0.0,0.0,0.0,0.079816625497197,0.0,0.0,0.0,0.11194131625103322,0.0,0.16428252918881947,0.0,0.0,0.0,0.0,0.0,0.0,0.01948182546643025,0.0,0.098078382465466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01720730029270033,0.0,0.0,0.0,0.0,0.17685239559589536,0.0,0.0,0.0,0.0,0.006715427748402417,0.02022849104727522,0.0,0.0,0.0
수용,0.01713842550792727,0.08009616176299839,0.0,0.0,0.0,0.015857415428749935,0.0,0.0,0.0,0.023083260413910362,0.0,0.0,0.0,0.11574095237862621,0.019639879453213844,0.0,1.0,0.0923789434101481,0.014142567201315015,0.024122333339729577,0.0,0.0,0.0435039133623991,0.0,0.030775565943943695,0.021539001117942307,0.0,0.0,0.13529759250365975,0.10124729568102521,0.0,0.07923495183031436,0.08150953466472288,0.026227090076125593,0.0,0.0,0.0,0.0,0.012980393396779361,0.04477975130530838,0.02408667818438979,0.09701971041871735,0.03981037939205946,0.06794463930058536,0.0,0.04620789465830502,0.0,0.025366110376294382,0.014171171502352174,0.0,0.0,0.0,0.036247238843347206,0.0,0.0,0.0,0.0,0.08124461054844902,0.0,0.11668771477846172,0.0,0.05021735024661147,0.10994305210423848,0.04750800496608824,0.0,0.014019267678329088,0.032440829612929746,0.0,0.0,0.0,0.0,0.0,0.0,0.04123003086561903,0.18397731487743046,0.0,0.0,0.0,0.07250545115206522,0.0,0.041229922059306624,0.0,0.0,0.0066587610967183755,0.0,0.010280950465379378,0.0,0.0,0.0,0.0,0.0,0.0,0.022170746409925536,0.006567122252447483,0.03152392505353898,0.04171374627355855,0.0,0.0,0.0,0.0
현실,0.0,0.0334412071684136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04246286348756794,0.0,0.0,0.0,0.0,0.0,0.0,0.0923789434101481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07157626359471536,0.0,0.0,0.0,0.0,0.21164941257947562,0.0,0.09565090033151291,0.0,0.0,0.0,0.0,0.0,0.0,0.01513983995250488,0.0,0.0,0.0,0.0,0.061524210125295936,0.0,0.0,0.0,0.12121365934715023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1281054463031675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03241879805211118,0.0,0.0,0.0,0.0
형상화,0.0,0.01751405464421118,0.05095010775313384,0.06207342393201471,0.0,0.11788223823283522,0.10805090470900366,0.0,0.0,0.006047703652096514,0.07474564613763436,0.0,0.03111903258767844,0.10469411867993036,0.0,0.0,0.014142567201315015,0.0,0.9999999999999997,0.0042241440953108365,0.041012690190175206,0.012848205014999482,0.047546051859776534,0.019949958699869107,0.0,0.040071947471080796,0.0,0.0,0.09699802453665025,0.005249866708406139,0.0,0.0,0.09932760468889264,0.03867252358276522,0.0,0.0,0.0,0.17445785572106629,0.02440356844603435,0.0,0.02656930945308037,0.0,0.0031900886625337815,0.036793074647909575,0.0,0.03976633877620289,0.008732963035031256,0.0,0.052411819950202894,0.005725904431237929,0.0,0.0,0.059978284426490676,0.0,0.06224100112879069,0.0,0.056716001373377595,0.036203187501018974,0.0,0.0,0.0,0.06078883874292959,0.03238791132785026,0.047148682298904225,0.0,0.007159331382025421,0.0,0.0,0.0,0.0,0.09803799816648684,0.16843839400287883,0.0,0.011034183894297497,0.022641933822762864,0.0,0.004969517641353991,0.0,0.0,0.016149988416273183,0.03222806384470562,0.0,0.0,0.032605144168254566,0.0,0.007429629725260281,0.03128289859929826,0.05525353371448652,0.016928612980170763,0.0,0.0,0.024167279826095976,0.08155516041666958,0.0,0.0,0.12808701218957758,0.04286139054480132,0.03718951771189365,0.0,0.0
시간,0.11519494863683036,0.012302003620081617,0.0,0.020058849377330944,0.0,0.020900298668754032,0.0,0.0,0.0,0.00493415802566828,0.0,0.0,0.0,0.0,0.0,0.0,0.024122333339729577,0.0,0.0042241440953108365,1.0000000000000002,0.02338873720082291,0.0,0.0,0.0,0.0,0.00495349582096066,0.0,0.0,0.0,0.0,0.009256525102192844,0.0,0.0,0.0,0.0,0.06050291942895059,0.0,0.0,0.0,0.0,0.01013349897133282,0.0,0.035235202894755895,0.0021935505306823894,0.0,0.005673060980991851,0.0,0.06185709440340116,0.0,0.0,0.0,0.0,0.01738215430276347,0.055154885174245244,0.025825715102637287,0.0,0.07566672562632296,0.10096148443978085,0.0,0.0,0.03556910936991117,0.0,0.0,0.06899504779975835,0.0,0.012408114381857559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09015721310947734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031297819430286096,0.0,0.002859409413690522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170335898374442,0.0,0.0610092639254434,0.0,0.0
비판,0.0,0.0,0.018612962705930006,0.0,0.0,0.0,0.0,0.0,0.0,0.012291601895023516,0.0,0.0,0.030817241203888585,0.0,0.0,0.0,0.0,0.0,0.041012690190175206,0.02338873720082291,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009655238727805611,0.16495990149984013,0.0,0.014550841918870806,0.0,0.0,0.0,0.12719708722273587,0.0,0.041052574909840246,0.016343009006912372,0.0,0.0,0.019815794928189415,0.0,0.0,0.0,0.0,0.0,0.004985483898824023,0.0,0.015782575060436083,0.030590174016692596,0.0,0.0,0.06985082025956757,0.0,0.057396700991372215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012468847132729565,0.0,0.0,0.0,0.0,0.0,0.0,0.026072144943043003,0.015595912359591915,0.0,0.0,0.0,0.0,0.18827305781965634,0.0,0.01494783174670437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012709292860403483,0.0,0.00293956679458567,0.0,0.0
자유,0.0,0.017986107779479094,0.0,0.06371408243064566,0.0,0.03491969414711851,0.03263648262828272,0.03630175699629316,0.06327107567174248,0.024306120315431837,0.013680999370830161,0.0,0.10313616295787965,0.0,0.0,0.0,0.0,0.0,0.012848205014999482,0.0,0.0,1.0,0.05018897907749303,0.11380359780742996,0.0,0.0,0.0,0.11845813676956028,0.0,0.006840985168419513,0.0,0.0,0.0,0.05103941743841633,0.010501547794365056,0.0,0.0,0.0,0.0,0.0,0.014049179768324739,0.0,0.0,0.07848999651734762,0.0,0.03366458181010758,0.0,0.0,0.04237611044965262,0.0,0.0,0.0838275273143509,0.014392446140784082,0.0,0.0,0.0,0.0,0.08497392335652072,0.20182282866156462,0.0,0.0386952491848365,0.0,0.0,0.0,0.08450089849885331,0.0,0.0,0.0,0.0,0.0,0.0,0.03717025149915723,0.03126106466316701,0.005261756605053891,0.0,0.09230064618731806,0.019057855394179916,0.0,0.0,0.0,0.0,0.0,0.0,0.022693547377853993,0.0,0.019567697995091737,0.12572727895838348,0.0,0.0,0.0,0.06521659759695911,0.0,0.0599526773859586,0.008614099318523123,0.0,0.05292164674468124,0.0,0.018965136342891507,0.0,0.0
사랑,0.0,0.05701429469033315,0.0,0.0,0.0,0.01576380592370539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435039133623991,0.0,0.047546051859776534,0.0,0.0,0.05018897907749303,1.0,0.06382697113591282,0.09624932321451406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09023764370048311,0.0,0.0,0.05375458590604912,0.0,0.0,0.0,0.05054962673013017,0.0,0.0,0.0,0.0,0.010850033166403207,0.0,0.0,0.0,0.14289382410996632,0.031773081687945064,0.0,0.0,0.0,0.0,0.0,0.030254391359750558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019822755152779144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029252909902760603,0.0,0.0,0.03770310483849434,0.0,0.1978520165794534,0.0,0.0,0.0,0.0,0.009920279966098235,0.0,0.0,0.0,0.0
극복,0.0,0.015310999392669907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04466167216027614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019949958699869107,0.0,0.0,0.11380359780742996,0.06382697113591282,1.0,0.0,0.013491395777978882,0.0,0.0,0.0,0.0,0.01274299335077455,0.0,0.0,0.0,0.017210433549881922,0.010749672658378014,0.0,0.0,0.027827010595412583,0.0,0.04809598000872762,0.0,0.0,0.09552003313711266,0.0,0.030745562520427885,0.0,0.05534872267761445,0.11466112600854891,0.03364602931877761,0.0,0.0,0.04470150067282298,0.0,0.0,0.0,0.0,0.012427102470435228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031017312768548255,0.0,0.0,0.0,0.0,0.0,0.01124282901852392,0.008623215756397701,0.0,0.0,0.026558485949607188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051631888812941784,0.0,0.0,0.028526466904967965,0.0,0.0,0.0,0.03656020857581779,0.0141171936572126,0.0,0.02382723612504063,0.194724811631108,0.0,0.0,0.0
1950년대,0.0,0.05532587081813005,0.0,0.3229718223168499,0.0,0.17544216450750336,0.019484955823057024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10798913595307148,0.030775565943943695,0.0,0.0,0.0,0.0,0.0,0.09624932321451406,0.0,1.0000000000000002,0.05521019185171418,0.0,0.0,0.0,0.03359900719945939,0.0409686865016106,0.0,0.0,0.052979198510256856,0.0,0.0,0.06510898283172349,0.0,0.0,0.0,0.0,0.0,0.0,0.007775609163195673,0.0,0.0,0.0,0.38505881845043644,0.0,0.0,0.0,0.0,0.0419373823140696,0.0,0.0,0.0,0.0,0.008660624505342251,0.0,0.0,0.0,0.0,0.0,0.02562503444121189,0.0,0.0,0.0,0.2076818186287405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04197827132443544,0.0,0.0,0.0,0.0,0.0,0.06327843059843963,0.0,0.0,0.0,0.0,0.0,0.0,0.015299633142406186,0.0,0.0,0.022836954385612906,0.0,0.01881949571673969,0.0,0.0
여성,0.04176560682283889,0.04914896927041189,0.0,0.0711154270350459,0.0,0.06817131515669254,0.04456862570930353,0.04160762077387993,0.038095441046881756,0.039313128580813844,0.23938971722079988,0.0,0.0,0.018032780241506594,0.0,0.0,0.021539001117942307,0.0,0.040071947471080796,0.00495349582096066,0.0,0.0,0.0,0.013491395777978882,0.05521019185171418,0.9999999999999999,0.18534141963740827,0.0,0.0,0.02978704853642246,0.035940594509303744,0.0,0.0,0.08187576094092668,0.0,0.044239958210535,0.020663162111063036,0.0,0.09675858446466232,0.18485812546990066,0.013709336942419055,0.03836287255685676,0.0,0.1142905665849999,0.0,0.04219987362788643,0.021161626731108184,0.09486811774444158,0.0,0.01387495306985708,0.0566595754127795,0.0,0.029680893957653505,0.0,0.0,0.061744965745017644,0.0,0.07897485105434973,0.0,0.0,0.0,0.00951779690998231,0.025763616976408273,0.07012787420843429,0.04595846282594564,0.0,0.07241061559976252,0.0,0.11716283376701356,0.0,0.0,0.0,0.005498866515678826,0.01837566614103397,0.028685945630774486,0.0365209413250568,0.007546246106507434,0.0,0.0234577033787797,0.0,0.04893853264239957,0.0,0.0,0.042514434883189366,0.0,0.062198889137274976,0.0,0.0,0.0200077287274885,0.0,0.0,0.0,0.09072998854172622,0.0,0.011953059006804165,0.07217322694660415,0.08793884644956138,0.06696686866928564,0.0,0.0
인물,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057112571222401994,0.12760543216210005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18534141963740827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07134621102317709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05998256045347371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01170389612350287,0.0,0.0,0.0,0.0,0.04512504538059375,0.0,0.15063870313222183,0.05511092939847203,0.0,0.0,0.0,0.0,0.0,0.050474290190253464,0.10558296520105956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017520964726673534,0.045208398135019014,0.0,0.0,0.0
죽음,0.0,0.012939275359740208,0.0,0.0,0.0,0.0,0.0,0.0,0.05504847221223404,0.0101297746827222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11845813676956028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040619566141222765,0.0,0.0,0.0,0.0,0.018226349460716548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03949401502444716,0.0,0.0,0.04654645200785992,0.0,0.0,0.0,0.04674737807559538,0.022308084638155916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07244904765423063,0.0,0.0,0.0,0.0,0.0,0.0540376498942418,0.0,0.0,0.0,0.0,0.0,0.05513354811423398,0.0,0.0,0.0,0.018582786543192942,0.0,0.0,0.022550104619829134,0.0,0.0,0.0,0.0
인식,0.0,0.05865625924398558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13529759250365975,0.0,0.09699802453665025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029675718212346092,0.0,0.03878199739020345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025596399538298426,0.0,0.0,0.0,0.0,0.03275091724410477,0.0,0.0,0.0,0.0,0.13285943756069843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18701880468376011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01671227266167439,0.0,0.0,0.03288040569215822,0.0,0.0,0.0,0.0
이념,0.0,0.017057836065564026,0.0,0.0,0.021383549678050784,0.018398917978605135,0.047856432120550095,0.0286484006410056,0.05933429395207367,0.180574307749182,0.0075505987352601275,0.0,0.0,0.0,0.0,0.026577819461547626,0.10124729568102521,0.0,0.005249866708406139,0.0,0.0,0.006840985168419513,0.0,0.0,0.03359900719945939,0.02978704853642246,0.0,0.0,0.0,1.0000000000000004,0.0,0.019946689942934977,0.0,0.0,0.00837331952651675,0.016823638203631832,0.0,0.05083485472169831,0.0,0.0,0.02776028332743274,0.014230520923848251,0.0,0.05123816176873682,0.0,0.07154578711537463,0.0,0.052938053454681756,0.015534528309656903,0.0,0.05011913930046941,0.0,0.04366625176532184,0.0,0.013849860519877414,0.0,0.0,0.10540664788716995,0.0,0.0,0.024857951476032085,0.0313612430443549,0.020317009036455773,0.11719045227573291,0.025900349118619635,0.0,0.08774718529966782,0.05111375169590426,0.06695661265719094,0.0,0.0,0.0,0.01072053148087828,0.0396185594531956,0.11934603893758178,0.04225879648694476,0.031432884613708995,0.0,0.0,0.02865675424257999,0.07504479803512366,0.0,0.0,0.008449151325898468,0.0,0.034177639764989914,0.0,0.0,0.0,0.0,0.0,0.0,0.043084970324335,0.0,0.0,0.049674528630137146,0.008093305283967378,0.08699326432355341,0.0,0.0
방식,0.0,0.08646253510230861,0.019935754328335466,0.01526680719095271,0.0,0.0159072349568463,0.0,0.0,0.0,0.020266923113020863,0.0,0.0,0.0,0.03944680603258955,0.0,0.0,0.0,0.0,0.0,0.009256525102192844,0.009655238727805611,0.0,0.0,0.01274299335077455,0.0409686865016106,0.035940594509303744,0.0,0.0,0.0,0.0,1.0,0.0,0.041475741824768535,0.007181319710234336,0.0,0.008957036206860957,0.019824133574812636,0.013746166827528399,0.0,0.0,0.005922525195098921,0.0,0.04101613123865154,0.028888724498150477,0.0,0.013119306269192834,0.018786923235177277,0.0,0.0,0.0,0.0,0.010531834403175871,0.008668327829216222,0.0,0.06746435462800383,0.0,0.0,0.0435876522103916,0.0,0.0,0.02707167916211748,0.0,0.0,0.0,0.028687649550906885,0.014443874480604007,0.0,0.018667975693355814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02453688156736527,0.0,0.0,0.0,0.03915062089972402,0.0,0.017616597444934056,0.0,0.0,0.04926558249483596,0.0,0.0,0.017586291702758917,0.004896375107902334,0.0,0.0,0.05234732921821431,0.06899311737947689,0.0,0.0,0.0
추구,0.0,0.026826256329006867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06346774130095414,0.04557540428651199,0.0,0.0,0.13604389101979336,0.0,0.0,0.07923495183031436,0.0,0.0,0.0,0.16495990149984013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019946689942934977,0.0,1.0,0.0,0.006966739481736402,0.0,0.04397816771767225,0.0,0.0,0.0,0.0,0.1077592296313467,0.0,0.0,0.01156651157760701,0.0,0.022245066050118854,0.0,0.0,0.0,0.0,0.0,0.09656633365511001,0.031450706418851844,0.0,0.0,0.0,0.0,0.06331803082184119,0.0,0.0,0.0,0.013797131417156947,0.08125827209407614,0.0,0.0,0.0,0.0,0.038512408412685564,0.049651031718308605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06936389185628233,0.0,0.006858924201715294,0.22056788836952085,0.0,0.0,0.21785912230969692,0.0,0.0,0.11290396110241725,0.0,0.08806442410547374,0.07532282369307687,0.10337729848588248,0.0,0.0,0.03496625128319153
욕망,0.0,0.03332205530345619,0.06425699023121516,0.0,0.0,0.0,0.0,0.0,0.0,0.025070001581153967,0.0,0.05693930488353403,0.0,0.0,0.040684736576474305,0.0,0.08150953466472288,0.0,0.09932760468889264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041475741824768535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029669378798588057,0.0,0.08743120641383441,0.06572654051535846,0.0,0.07559412180100301,0.0,0.0,0.029356105821662357,0.0,0.0,0.09805857279558132,0.018552534571943745,0.0,0.0,0.0,0.0,0.02643049229948733,0.0,0.1725446131944127,0.0,0.0,0.06441414164248808,0.0,0.0,0.03525747515555526,0.023104285656609415,0.08611097619056761,0.0,0.0,0.0524316991444689,0.0,0.0,0.01423492227301767,0.01561110825887777,0.0,0.0,0.0,0.13649140362451143,0.0,0.0,0.0,0.0,0.0,0.0,0.014108583006662612,0.012441982855632038,0.0,0.0,0.0,0.0,0.0811214226422866,0.026669588854470367,0.0,0.0,0.05143646203678323,0.03087941988190747,0.0,0.0,0.052447699819455955
자아,0.02086942493183718,0.023433583567226506,0.0,0.06991119380946818,0.092867034484966,0.14610877974485792,0.0,0.0,0.0,0.013318342152156337,0.04605167192314147,0.19065996434301216,0.0,0.0,0.0,0.0,0.026227090076125593,0.0,0.03867252358276522,0.0,0.014550841918870806,0.05103941743841633,0.0,0.0,0.052979198510256856,0.08187576094092668,0.07134621102317709,0.0,0.0,0.0,0.007181319710234336,0.006966739481736402,0.0,1.0000000000000004,0.08143512052020584,0.060854107667881574,0.0,0.08020698657194728,0.03498381428539661,0.0,0.09907463895985454,0.029535174665774728,0.0,0.0613763391696472,0.0,0.0,0.005983263836883171,0.011206411421938083,0.0,0.0,0.0,0.04607131413378455,0.1684232028004158,0.0,0.0,0.010807952070949284,0.0,0.11998011494123695,0.1245474333841932,0.0,0.004016953238676287,0.039345010917311705,0.0,0.006299166872247508,0.0,0.0,0.0,0.019948867720575397,0.015392232213473129,0.06964817354472025,0.02741472736122719,0.0,0.0,0.018801800663274974,0.0,0.056959902200212596,0.0,0.0,0.0,0.007149886285567756,0.0,0.0,0.0,0.028338664753542856,0.0,0.04330888513384335,0.0,0.18571452817635944,0.0026353311617994483,0.0,0.0,0.0,0.010058301435597147,0.0,0.0,0.04304668052974027,0.08777852307077552,0.005596261509638057,0.0,0.0
